alert_id,transaction_id,alert_rule,score,alert_status,created_ts
A0003449,T00020288,new_device,55.82,review,2025-06-04 04:58:16
A0003450,T00016401,high_amount,66.47,review,2025-10-15 07:59:16
A0003451,T00010588,cross_border,14.53,closed,2025-07-14 18:02:49
A0003452,T00006271,new_device,37.02,closed,2025-10-10 09:29:50
A0003453,T00005600,cross_border,56.86,review,2025-03-08 02:02:29
A0003454,T00009588,new_device,87.73,escalated,2025-04-22 13:48:43
A0003455,T00023048,risky_category,50.05,review,2025-11-14 08:46:19
A0003456,T00009660,velocity,85.03,escalated,2025-06-04 08:05:47
A0003457,T00018190,risky_category,56.28,review,2025-06-05 13:57:14
A0003458,T00018446,high_amount,68.28,review,2025-03-26 17:32:16
A0003459,T00000417,velocity,70.66,review,2025-01-27 20:46:48
A0003460,T00006487,cross_border,74.94,review,2025-09-03 14:40:13
A0003461,T00012900,risky_category,57.52,review,2025-08-23 07:53:41
A0003462,T00008182,velocity,85.39,escalated,2025-03-09 06:22:39
A0003463,T00014717,new_device,36.02,closed,2025-11-11 02:01:48
A0003464,T00010771,risky_category,13.48,closed,2025-12-15 23:06:34
A0003465,T00000059,risky_category,16.14,closed,2025-08-11 20:58:33
A0003466,T00012717,velocity,80.07,escalated,2025-04-21 02:34:14
A0003467,T00012760,cross_border,56.37,review,2025-03-06 18:21:31
A0003468,T00016033,risky_category,44.37,closed,2025-06-19 10:00:42
A0003469,T00013126,high_amount,38.56,closed,2025-03-03 02:12:02
A0003470,T00012680,new_device,31.75,closed,2025-03-14 09:56:51
A0003471,T00021590,new_device,66.13,review,2025-05-09 23:40:26
A0003472,T00001465,risky_category,53.69,review,2025-02-12 07:10:45
A0003473,T00020354,new_device,70.13,review,2025-09-14 09:22:25
A0003474,T00005796,velocity,31.67,closed,2025-02-04 09:29:39
A0003475,T00008140,high_amount,89.66,escalated,2025-01-30 09:38:10
A0003476,T00015791,velocity,63.62,review,2025-02-07 11:44:38
A0003477,T00013499,velocity,55.01,review,2025-12-02 16:02:39
A0003478,T00019178,risky_category,53.83,review,2025-12-23 06:56:16
A0003479,T00015418,new_device,46.84,closed,2025-04-08 23:56:49
A0003480,T00014315,high_amount,24.34,closed,2025-05-16 23:50:55
A0003481,T00023991,high_amount,64.92,review,2025-11-09 13:43:22
A0003482,T00010875,new_device,69.15,review,2025-04-21 11:35:40
A0003483,T00023204,high_amount,7.44,closed,2025-06-05 12:07:02
A0003484,T00006416,blacklist_match,69.47,review,2025-01-03 00:24:01
A0003485,T00003430,velocity,50.7,review,2025-04-14 17:45:02
A0003486,T00007762,high_amount,57.76,review,2025-10-19 22:41:42
A0003487,T00001339,high_amount,44.28,closed,2025-11-20 16:22:30
A0003488,T00006256,high_amount,38.81,closed,2025-03-13 12:02:10
A0003489,T00000976,velocity,55.67,review,2025-02-05 18:07:11
A0003490,T00004615,velocity,85.92,escalated,2025-06-25 23:53:38
A0003491,T00018992,velocity,48.78,closed,2025-08-11 05:53:28
A0003492,T00019115,risky_category,81.44,escalated,2025-01-25 21:53:51
A0003493,T00012714,velocity,34.01,closed,2025-01-07 10:21:20
A0003494,T00001902,high_amount,10.09,closed,2025-07-01 13:01:48
A0003495,T00012752,velocity,20.69,closed,2025-01-14 16:07:59
A0003496,T00011833,velocity,38.03,closed,2025-05-19 08:51:32
A0003497,T00009155,high_amount,6.73,closed,2025-02-11 08:57:04
A0003498,T00018813,cross_border,100.0,escalated,2025-10-21 14:34:46
A0003499,T00012172,new_device,91.45,escalated,2025-09-20 02:44:18
A0003500,T00005837,blacklist_match,53.23,review,2025-11-18 14:56:55
A0003501,T00016704,cross_border,34.45,closed,2025-02-09 23:04:43
A0003502,T00014776,new_device,48.04,closed,2025-10-04 11:01:22
A0003503,T00005206,cross_border,12.28,closed,2025-11-11 18:57:18
A0003504,T00005898,high_amount,50.8,review,2025-11-10 08:24:02
A0003505,T00020905,risky_category,66.11,review,2025-02-06 03:10:33
A0003506,T00010691,velocity,42.64,closed,2025-04-03 13:29:58
A0003507,T00010850,velocity,9.17,closed,2025-08-11 05:16:59
A0003508,T00012132,new_device,19.13,closed,2025-11-29 10:56:51
A0003509,T00007842,new_device,39.66,closed,2025-05-31 09:46:10
A0003510,T00003544,cross_border,32.92,closed,2025-02-21 18:36:23
A0003511,T00017808,velocity,54.78,review,2025-08-06 07:51:57
A0003512,T00001938,blacklist_match,52.31,review,2025-06-04 05:46:33
A0003513,T00018932,high_amount,46.13,closed,2025-04-14 20:00:29
A0003514,T00017682,new_device,33.8,closed,2025-08-10 03:51:59
A0003515,T00006962,velocity,44.43,closed,2025-10-18 00:07:50
A0003516,T00011210,cross_border,71.4,review,2025-05-03 12:46:07
A0003517,T00009674,blacklist_match,81.14,escalated,2025-05-15 14:39:48
A0003518,T00011810,velocity,68.32,review,2025-02-12 10:37:51
A0003519,T00021055,new_device,69.02,review,2025-10-04 18:22:58
A0003520,T00012247,blacklist_match,59.88,review,2025-03-22 00:07:36
A0003521,T00020305,velocity,90.05,escalated,2025-02-25 08:55:05
A0003522,T00008528,velocity,68.18,review,2025-12-06 21:17:35
A0003523,T00020803,high_amount,32.66,closed,2025-01-25 23:54:33
A0003524,T00016533,velocity,44.26,closed,2025-05-25 16:54:20
A0003525,T00007620,risky_category,71.65,review,2025-12-01 13:53:35
A0003526,T00001697,high_amount,18.43,closed,2025-11-12 07:58:34
A0003527,T00021580,velocity,46.19,closed,2025-02-01 11:09:42
A0003528,T00017065,cross_border,26.51,closed,2025-05-24 22:11:57
A0003529,T00014496,new_device,54.75,review,2025-10-24 15:37:29
A0003530,T00021586,risky_category,67.99,review,2025-03-27 00:53:10
A0003531,T00010426,cross_border,47.8,closed,2025-03-13 19:20:11
A0003532,T00008135,high_amount,60.55,review,2025-06-19 08:54:42
A0003533,T00009278,new_device,57.65,review,2025-12-16 10:01:17
A0003534,T00008573,cross_border,79.88,escalated,2025-08-30 17:27:51
A0003535,T00006407,high_amount,56.22,review,2025-06-07 22:13:17
A0003536,T00015944,blacklist_match,64.98,review,2025-10-01 01:56:00
A0003537,T00022521,risky_category,66.46,review,2025-03-02 07:13:30
A0003538,T00023360,risky_category,60.54,review,2025-10-05 23:44:23
A0003539,T00024659,high_amount,21.04,closed,2025-05-04 08:05:41
A0003540,T00023494,high_amount,40.08,closed,2025-08-19 15:23:41
A0003541,T00001468,blacklist_match,94.12,escalated,2025-05-04 17:50:32
A0003542,T00015898,blacklist_match,30.15,closed,2025-07-16 13:34:36
A0003543,T00005322,velocity,62.13,review,2025-05-27 08:06:47
A0003544,T00016333,blacklist_match,68.13,review,2025-09-29 04:54:06
A0003545,T00010548,high_amount,14.16,closed,2025-07-08 20:12:34
A0003546,T00015426,high_amount,80.9,escalated,2025-09-02 08:07:30
A0003547,T00012549,new_device,52.34,review,2025-04-08 04:10:10
A0003548,T00007899,new_device,82.5,escalated,2025-05-18 14:32:05
A0003549,T00023174,high_amount,28.77,closed,2025-11-11 04:35:15
A0003550,T00013007,velocity,20.31,closed,2025-10-26 10:20:44
A0003551,T00014388,high_amount,91.39,escalated,2025-06-11 05:32:55
A0003552,T00020721,high_amount,85.9,escalated,2025-11-20 06:20:02
A0003553,T00017003,cross_border,51.43,review,2025-09-09 12:36:40
A0003554,T00010742,new_device,80.5,escalated,2025-07-25 00:21:50
A0003555,T00016418,risky_category,69.16,review,2025-01-19 14:42:20
A0003556,T00020671,velocity,17.0,closed,2025-02-09 23:23:43
A0003557,T00013362,velocity,39.07,closed,2025-05-28 04:35:03
A0003558,T00010111,risky_category,28.41,closed,2025-10-15 14:40:31
A0003559,T00021441,risky_category,77.71,escalated,2025-08-09 15:23:23
A0003560,T00007638,new_device,60.56,review,2025-01-06 12:31:34
A0003561,T00012105,velocity,82.57,escalated,2025-11-23 17:29:17
A0003562,T00020359,risky_category,43.76,closed,2025-01-07 10:09:50
A0003563,T00003237,high_amount,37.81,closed,2025-12-15 05:17:07
A0003564,T00018993,velocity,15.16,closed,2025-10-31 11:02:04
A0003565,T00006598,cross_border,38.36,closed,2025-05-21 15:39:09
A0003566,T00022151,risky_category,74.71,review,2025-02-21 17:44:07
A0003567,T00020201,risky_category,16.88,closed,2025-10-21 11:05:33
A0003568,T00014904,high_amount,70.94,review,2025-09-26 00:45:51
A0003569,T00002134,velocity,60.27,review,2025-10-12 06:06:41
A0003570,T00016318,new_device,77.73,escalated,2025-04-25 03:35:32
A0003571,T00003179,high_amount,25.9,closed,2025-03-10 13:52:47
A0003572,T00014352,risky_category,66.43,review,2025-12-20 15:50:11
A0003573,T00021667,cross_border,43.79,closed,2025-08-23 06:42:49
A0003574,T00019022,new_device,41.43,closed,2025-02-22 01:59:52
A0003575,T00011077,risky_category,26.5,closed,2025-05-31 11:01:33
A0003576,T00023176,velocity,86.75,escalated,2025-01-02 18:45:26
A0003577,T00005141,risky_category,18.78,closed,2025-07-07 11:53:56
A0003578,T00014702,velocity,86.26,escalated,2025-12-23 23:27:51
A0003579,T00005286,risky_category,8.55,closed,2025-11-26 04:42:54
A0003580,T00021244,cross_border,84.04,escalated,2025-12-03 02:47:12
A0003581,T00003214,high_amount,21.27,closed,2025-12-29 06:51:14
A0003582,T00006508,high_amount,60.73,review,2025-04-27 22:00:14
A0003583,T00019291,high_amount,59.67,review,2025-11-10 10:33:17
A0003584,T00012045,cross_border,28.67,closed,2025-01-15 07:33:51
A0003585,T00020524,new_device,62.44,review,2025-06-18 21:26:55
A0003586,T00012211,risky_category,35.2,closed,2025-12-27 15:59:51
A0003587,T00020391,risky_category,61.18,review,2025-10-02 14:41:16
A0003588,T00015576,risky_category,51.66,review,2025-05-25 14:56:06
A0003589,T00023538,cross_border,74.27,review,2025-12-01 06:21:23
A0003590,T00014418,velocity,47.14,closed,2025-08-06 13:51:42
A0003591,T00015972,high_amount,33.42,closed,2025-05-16 02:34:54
A0003592,T00022363,high_amount,14.27,closed,2025-04-30 09:39:22
A0003593,T00012878,high_amount,65.47,review,2025-06-23 09:25:48
A0003594,T00004521,new_device,70.29,review,2025-12-08 10:12:31
A0003595,T00011655,cross_border,95.53,escalated,2025-01-13 08:10:03
A0003596,T00009062,new_device,67.73,review,2025-06-01 17:47:44
A0003597,T00010768,new_device,62.57,review,2025-08-22 23:17:59
A0003598,T00015843,new_device,76.36,escalated,2025-12-28 04:44:49
A0003599,T00001407,new_device,100.0,escalated,2025-08-30 05:54:43
A0003600,T00000948,blacklist_match,69.53,review,2025-10-09 14:32:59
A0003601,T00012368,risky_category,50.91,review,2025-03-23 06:31:53
A0003602,T00013030,new_device,21.8,closed,2025-12-23 12:44:28
A0003603,T00013520,new_device,66.04,review,2025-10-25 02:06:16
A0003604,T00016547,new_device,52.79,review,2025-05-25 00:29:52
A0003605,T00000684,risky_category,33.95,closed,2025-12-31 19:57:14
A0003606,T00000600,new_device,83.18,escalated,2025-06-14 10:07:42
A0003607,T00005255,cross_border,57.32,review,2025-12-24 21:19:53
A0003608,T00009944,high_amount,33.05,closed,2025-10-21 00:36:22
A0003609,T00023677,velocity,28.7,closed,2025-02-28 05:46:27
A0003610,T00020651,new_device,77.03,escalated,2025-07-30 20:12:47
A0003611,T00024187,risky_category,39.54,closed,2025-11-23 05:36:05
A0003612,T00018858,risky_category,48.75,closed,2025-08-11 20:37:57
A0003613,T00005614,risky_category,89.31,escalated,2025-03-13 05:33:40
A0003614,T00008062,cross_border,78.41,escalated,2025-12-30 22:33:08
A0003615,T00022690,velocity,84.02,escalated,2025-09-21 01:08:14
A0003616,T00010201,high_amount,26.04,closed,2025-06-02 20:14:25
A0003617,T00008821,new_device,32.47,closed,2025-11-24 01:44:51
A0003618,T00021188,velocity,15.24,closed,2025-12-17 01:26:55
A0003619,T00008495,cross_border,9.33,closed,2025-08-05 12:47:40
A0003620,T00015501,new_device,59.45,review,2025-11-27 02:49:39
A0003621,T00019179,new_device,44.05,closed,2025-11-07 15:29:27
A0003622,T00006892,velocity,90.21,escalated,2025-06-03 00:59:26
A0003623,T00010416,risky_category,42.01,closed,2025-05-15 08:46:22
A0003624,T00021733,high_amount,84.38,escalated,2025-09-29 00:43:09
A0003625,T00014189,velocity,34.89,closed,2025-10-01 14:55:49
A0003626,T00019256,high_amount,45.84,closed,2025-06-04 19:26:06
A0003627,T00019122,velocity,30.84,closed,2025-05-15 13:29:26
A0003628,T00004357,risky_category,44.56,closed,2025-09-11 14:13:29
A0003629,T00023054,risky_category,70.89,review,2025-03-19 02:53:25
A0003630,T00011632,velocity,44.36,closed,2025-08-08 15:54:42
A0003631,T00007783,blacklist_match,58.09,review,2025-11-30 07:46:28
A0003632,T00015519,cross_border,78.79,escalated,2025-03-20 19:45:05
A0003633,T00014711,velocity,59.66,review,2025-07-08 05:36:36
A0003634,T00023012,new_device,50.07,review,2025-08-10 05:48:35
A0003635,T00019239,risky_category,5.04,closed,2025-02-06 09:19:36
A0003636,T00016636,high_amount,70.33,review,2025-07-18 09:02:56
A0003637,T00015195,risky_category,35.91,closed,2025-08-24 00:20:27
A0003638,T00017705,cross_border,52.58,review,2025-05-27 12:46:49
A0003639,T00012335,risky_category,78.39,escalated,2025-03-09 23:05:59
A0003640,T00023376,new_device,85.72,escalated,2025-02-08 12:55:00
A0003641,T00011548,risky_category,52.92,review,2025-05-12 01:06:22
A0003642,T00010712,high_amount,61.36,review,2025-07-26 09:56:31
A0003643,T00001123,velocity,25.18,closed,2025-05-31 08:34:11
A0003644,T00008915,cross_border,70.94,review,2025-01-20 12:41:29
A0003645,T00011289,velocity,26.89,closed,2025-07-26 22:08:49
A0003646,T00024768,risky_category,36.16,closed,2025-09-08 22:49:23
A0003647,T00016085,high_amount,66.26,review,2025-11-28 17:46:52
A0003648,T00009557,high_amount,43.73,closed,2025-10-21 05:00:33
A0003649,T00002136,risky_category,51.94,review,2025-05-19 22:52:44
A0003650,T00022122,velocity,74.32,review,2025-11-15 12:41:51
A0003651,T00007874,risky_category,48.05,closed,2025-02-25 00:17:22
A0003652,T00008874,new_device,40.77,closed,2025-07-14 18:43:20
A0003653,T00022576,blacklist_match,51.76,review,2025-07-26 01:41:40
A0003654,T00017977,cross_border,47.32,closed,2025-01-17 11:53:02
A0003655,T00019803,high_amount,55.46,review,2025-05-05 18:47:22
A0003656,T00007510,high_amount,87.85,escalated,2025-03-11 17:00:15
A0003657,T00019600,velocity,52.73,review,2025-07-09 11:59:10
A0003658,T00023069,risky_category,79.36,escalated,2025-05-14 19:12:22
A0003659,T00024374,velocity,44.28,closed,2025-01-09 12:38:15
A0003660,T00007387,risky_category,90.74,escalated,2025-05-03 06:15:51
A0003661,T00003848,risky_category,34.6,closed,2025-09-10 13:18:31
A0003662,T00002303,new_device,64.83,review,2025-06-28 00:40:33
A0003663,T00018337,high_amount,79.8,escalated,2025-02-27 18:30:37
A0003664,T00009748,new_device,39.37,closed,2025-08-12 21:09:40
A0003665,T00018719,new_device,55.23,review,2025-01-11 03:36:21
A0003666,T00014041,risky_category,44.48,closed,2025-06-22 00:05:53
A0003667,T00003899,cross_border,77.84,escalated,2025-10-01 20:51:42
A0003668,T00008597,blacklist_match,66.93,review,2025-03-12 03:41:48
A0003669,T00024323,velocity,60.14,review,2025-05-03 03:33:19
A0003670,T00021368,new_device,25.33,closed,2025-12-12 13:44:42
A0003671,T00023434,risky_category,49.65,closed,2025-02-14 11:30:24
A0003672,T00010087,cross_border,49.89,closed,2025-12-19 12:29:28
A0003673,T00012947,risky_category,94.87,escalated,2025-04-14 22:52:39
A0003674,T00015181,high_amount,62.21,review,2025-07-03 04:05:23
A0003675,T00024354,new_device,19.49,closed,2025-11-27 04:27:39
A0003676,T00005096,high_amount,78.2,escalated,2025-05-30 17:23:27
A0003677,T00016815,blacklist_match,32.71,closed,2025-11-03 22:52:21
A0003678,T00016830,high_amount,89.88,escalated,2025-03-31 15:34:15
A0003679,T00015229,cross_border,56.77,review,2025-10-20 21:47:10
A0003680,T00020798,high_amount,57.79,review,2025-10-21 11:31:29
A0003681,T00017686,new_device,10.25,closed,2025-07-15 04:57:08
A0003682,T00004786,high_amount,20.65,closed,2025-02-03 16:40:33
A0003683,T00020344,velocity,58.29,review,2025-12-12 12:49:46
A0003684,T00011628,blacklist_match,85.54,escalated,2025-02-22 17:25:53
A0003685,T00020235,new_device,27.22,closed,2025-04-19 14:11:02
A0003686,T00017527,risky_category,44.02,closed,2025-01-31 00:09:20
A0003687,T00018438,risky_category,24.48,closed,2025-06-30 01:54:19
A0003688,T00009857,new_device,6.73,closed,2025-04-17 13:15:44
A0003689,T00020061,high_amount,69.76,review,2025-10-12 15:34:45
A0003690,T00007985,cross_border,43.24,closed,2025-10-23 01:44:54
A0003691,T00009878,cross_border,61.18,review,2025-07-28 13:05:47
A0003692,T00015722,high_amount,19.99,closed,2025-12-12 15:33:40
A0003693,T00006178,cross_border,23.35,closed,2025-01-07 13:04:24
A0003694,T00010155,blacklist_match,82.03,escalated,2025-09-06 05:13:59
A0003695,T00022582,velocity,32.71,closed,2025-10-09 01:28:21
A0003696,T00008688,velocity,10.73,closed,2025-05-27 18:36:37
A0003697,T00020780,cross_border,48.29,closed,2025-05-29 00:26:49
A0003698,T00022284,cross_border,50.81,review,2025-12-21 04:10:54
A0003699,T00024214,cross_border,69.95,review,2025-02-25 13:46:23
A0003700,T00016972,risky_category,60.77,review,2025-01-05 02:44:31
A0003701,T00021211,new_device,45.73,closed,2025-01-16 06:20:17
A0003702,T00014567,cross_border,27.62,closed,2025-03-18 15:51:11
A0003703,T00011922,cross_border,97.12,escalated,2025-04-02 22:11:12
A0003704,T00005153,velocity,29.04,closed,2025-03-25 18:40:04
A0003705,T00017659,velocity,41.85,closed,2025-04-18 11:31:30
A0003706,T00017799,velocity,36.2,closed,2025-02-18 10:13:43
A0003707,T00018378,cross_border,47.9,closed,2025-06-07 06:05:47
A0003708,T00010870,velocity,66.45,review,2025-04-15 07:49:20
A0003709,T00016598,velocity,89.36,escalated,2025-07-25 02:22:47
A0003710,T00023163,cross_border,61.8,review,2025-01-15 14:09:49
A0003711,T00013698,cross_border,23.21,closed,2025-10-21 08:58:32
A0003712,T00014768,new_device,72.0,review,2025-04-10 20:27:02
A0003713,T00015510,new_device,30.0,closed,2025-02-24 14:33:02
A0003714,T00021902,velocity,50.41,review,2025-01-30 03:21:20
A0003715,T00021066,new_device,63.56,review,2025-05-25 10:05:06
A0003716,T00023622,velocity,2.83,closed,2025-12-08 19:03:13
A0003717,T00020920,risky_category,68.4,review,2025-07-11 08:41:30
A0003718,T00018513,risky_category,55.57,review,2025-01-20 13:10:10
A0003719,T00006971,risky_category,12.69,closed,2025-11-16 19:47:39
A0003720,T00023111,velocity,34.34,closed,2025-09-18 09:09:41
A0003721,T00007564,cross_border,48.72,closed,2025-01-13 19:47:04
A0003722,T00001263,cross_border,24.05,closed,2025-02-01 10:45:39
A0003723,T00005019,new_device,41.13,closed,2025-07-07 00:38:23
A0003724,T00006243,cross_border,95.71,escalated,2025-02-04 22:17:18
A0003725,T00008919,new_device,51.49,review,2025-12-07 16:06:06
A0003726,T00016076,high_amount,80.93,escalated,2025-02-19 20:47:20
A0003727,T00017530,risky_category,18.4,closed,2025-07-02 14:58:04
A0003728,T00023031,risky_category,39.89,closed,2025-12-29 12:05:00
A0003729,T00017621,risky_category,38.51,closed,2025-05-28 04:30:00
A0003730,T00019487,velocity,90.52,escalated,2025-02-23 15:42:46
A0003731,T00007443,blacklist_match,47.75,closed,2025-05-29 23:42:44
A0003732,T00020418,velocity,78.94,escalated,2025-05-17 04:54:39
A0003733,T00011767,high_amount,54.18,review,2025-03-19 15:45:32
A0003734,T00004622,high_amount,60.42,review,2025-12-26 23:21:17
A0003735,T00014769,velocity,18.31,closed,2025-04-08 18:26:15
A0003736,T00004355,cross_border,72.34,review,2025-10-02 15:17:03
A0003737,T00006238,cross_border,82.51,escalated,2025-07-14 16:09:49
A0003738,T00008459,blacklist_match,22.54,closed,2025-03-19 17:59:50
A0003739,T00015214,velocity,61.8,review,2025-05-14 11:27:23
A0003740,T00004303,risky_category,57.57,review,2025-09-27 16:51:34
A0003741,T00006451,cross_border,16.66,closed,2025-04-20 11:33:06
A0003742,T00007830,new_device,43.26,closed,2025-11-14 21:48:37
A0003743,T00007534,high_amount,42.08,closed,2025-10-11 17:32:35
A0003744,T00019983,high_amount,73.52,review,2025-07-20 02:37:50
A0003745,T00017478,high_amount,81.32,escalated,2025-07-05 15:55:15
A0003746,T00013408,velocity,28.88,closed,2025-01-10 11:55:54
A0003747,T00011929,cross_border,100.0,escalated,2025-03-26 06:57:10
A0003748,T00021802,high_amount,10.98,closed,2025-07-12 01:17:15
A0003749,T00016207,cross_border,59.47,review,2025-01-16 16:45:02
A0003750,T00012846,new_device,38.57,closed,2025-03-07 08:13:13
A0003751,T00004562,velocity,78.0,escalated,2025-12-22 07:10:01
A0003752,T00016872,new_device,45.82,closed,2025-08-01 11:10:31
A0003753,T00012490,velocity,49.27,closed,2025-09-22 15:22:33
A0003754,T00023504,cross_border,90.43,escalated,2025-12-13 09:40:07
A0003755,T00002624,risky_category,15.52,closed,2025-07-09 20:52:53
A0003756,T00010755,high_amount,70.02,review,2025-01-27 12:53:18
A0003757,T00001746,blacklist_match,48.76,closed,2025-07-03 23:14:34
A0003758,T00016092,high_amount,74.62,review,2025-11-28 21:05:49
A0003759,T00007209,velocity,59.7,review,2025-08-02 06:19:58
A0003760,T00004929,risky_category,80.0,escalated,2025-05-09 01:05:31
A0003761,T00012169,blacklist_match,52.31,review,2025-03-02 17:29:42
A0003762,T00024974,high_amount,66.22,review,2025-04-19 15:47:23
A0003763,T00013565,risky_category,53.22,review,2025-03-14 06:28:48
A0003764,T00019973,cross_border,21.43,closed,2025-10-08 13:08:21
A0003765,T00018273,high_amount,71.08,review,2025-01-17 15:35:00
A0003766,T00013843,cross_border,73.22,review,2025-08-08 05:06:34
A0003767,T00001576,risky_category,30.39,closed,2025-02-06 14:52:32
A0003768,T00005500,new_device,31.24,closed,2025-01-29 21:31:51
A0003769,T00005151,risky_category,59.11,review,2025-06-02 19:11:17
A0003770,T00006093,velocity,82.76,escalated,2025-02-07 01:10:22
A0003771,T00010114,high_amount,79.7,escalated,2025-08-21 07:38:18
A0003772,T00003421,high_amount,62.46,review,2025-06-15 09:35:19
A0003773,T00008234,risky_category,37.12,closed,2025-08-25 17:45:49
A0003774,T00006764,high_amount,35.77,closed,2025-03-18 15:38:40
A0003775,T00010617,velocity,46.47,closed,2025-03-25 21:10:50
A0003776,T00008903,new_device,19.02,closed,2025-07-16 15:00:12
A0003777,T00020410,cross_border,75.77,escalated,2025-04-20 18:39:22
A0003778,T00015919,risky_category,41.25,closed,2025-05-03 06:19:10
A0003779,T00016269,new_device,46.75,closed,2025-10-14 20:33:36
A0003780,T00001170,cross_border,61.3,review,2025-01-12 10:47:40
A0003781,T00023421,velocity,25.85,closed,2025-12-22 18:25:30
A0003782,T00005376,risky_category,22.72,closed,2025-06-10 02:16:31
A0003783,T00012902,velocity,33.25,closed,2025-01-02 11:09:16
A0003784,T00001013,cross_border,34.9,closed,2025-12-21 09:23:44
A0003785,T00005883,velocity,90.61,escalated,2025-09-26 14:07:18
A0003786,T00006554,velocity,47.59,closed,2025-06-30 11:43:59
A0003787,T00003467,new_device,43.0,closed,2025-11-07 20:49:56
A0003788,T00023062,new_device,92.71,escalated,2025-06-29 23:34:39
A0003789,T00014581,high_amount,94.23,escalated,2025-06-11 14:22:27
A0003790,T00000586,new_device,62.09,review,2025-07-05 17:16:43
A0003791,T00011391,cross_border,90.0,escalated,2025-05-19 12:23:29
A0003792,T00017897,velocity,88.09,escalated,2025-08-16 22:54:38
A0003793,T00009462,new_device,86.75,escalated,2025-07-24 16:01:22
A0003794,T00022275,high_amount,87.98,escalated,2025-05-06 21:57:41
A0003795,T00009973,blacklist_match,87.1,escalated,2025-02-04 02:56:36
A0003796,T00014137,cross_border,81.86,escalated,2025-04-10 14:43:05
A0003797,T00006202,blacklist_match,80.8,escalated,2025-04-02 04:37:25
A0003798,T00022420,new_device,96.54,escalated,2025-08-14 14:31:10
A0003799,T00018366,new_device,91.6,escalated,2025-05-19 06:19:31
A0003800,T00004017,new_device,39.4,closed,2025-05-25 01:08:45
A0003801,T00024251,cross_border,67.34,review,2025-04-11 10:32:47
A0003802,T00005232,velocity,30.72,closed,2025-06-30 20:27:28
A0003803,T00001439,high_amount,67.11,review,2025-01-24 02:55:24
A0003804,T00005100,cross_border,55.15,review,2025-12-09 11:12:29
A0003805,T00010423,velocity,50.55,review,2025-12-27 05:13:47
A0003806,T00008906,risky_category,38.96,closed,2025-03-31 16:10:39
A0003807,T00016299,risky_category,68.45,review,2025-03-22 02:05:55
A0003808,T00010412,velocity,41.47,closed,2025-07-12 17:35:47
A0003809,T00003258,new_device,87.75,escalated,2025-05-31 13:08:19
A0003810,T00023867,risky_category,70.82,review,2025-02-28 13:21:02
A0003811,T00017352,high_amount,45.0,closed,2025-06-13 05:50:11
A0003812,T00024039,risky_category,21.34,closed,2025-10-14 06:43:31
A0003813,T00015964,velocity,90.86,escalated,2025-08-01 19:26:41
A0003814,T00019197,risky_category,34.63,closed,2025-02-09 07:26:09
A0003815,T00011789,risky_category,52.75,review,2025-09-01 08:48:04
A0003816,T00019939,new_device,63.85,review,2025-09-21 11:49:48
A0003817,T00017867,new_device,51.1,review,2025-07-26 16:27:56
A0003818,T00016946,new_device,83.98,escalated,2025-12-29 14:03:23
A0003819,T00002601,risky_category,94.92,escalated,2025-02-10 05:18:08
A0003820,T00020550,velocity,85.71,escalated,2025-01-07 20:57:11
A0003821,T00016994,velocity,44.39,closed,2025-11-19 08:25:57
A0003822,T00014366,new_device,61.19,review,2025-06-15 16:46:57
A0003823,T00009108,cross_border,70.59,review,2025-08-23 01:51:48
A0003824,T00009412,risky_category,71.95,review,2025-04-11 12:01:02
A0003825,T00012696,high_amount,3.75,closed,2025-08-31 04:31:33
A0003826,T00012954,risky_category,31.14,closed,2025-05-23 23:36:34
A0003827,T00001920,risky_category,82.8,escalated,2025-05-06 08:01:33
A0003828,T00007069,risky_category,29.74,closed,2025-05-01 14:34:11
A0003829,T00006064,cross_border,26.61,closed,2025-04-09 09:37:33
A0003830,T00019495,new_device,92.62,escalated,2025-05-12 22:07:22
A0003831,T00019449,cross_border,41.39,closed,2025-08-19 16:10:59
A0003832,T00001565,blacklist_match,79.54,escalated,2025-12-28 09:11:31
A0003833,T00022931,risky_category,76.26,escalated,2025-03-21 11:01:55
A0003834,T00004426,blacklist_match,60.67,review,2025-06-26 18:09:19
A0003835,T00023967,new_device,59.81,review,2025-07-04 09:13:36
A0003836,T00005861,risky_category,80.23,escalated,2025-09-22 12:52:50
A0003837,T00005665,velocity,76.83,escalated,2025-04-13 21:22:21
A0003838,T00019469,risky_category,56.21,review,2025-11-04 21:27:34
A0003839,T00002781,blacklist_match,85.42,escalated,2025-08-12 02:01:54
A0003840,T00015756,blacklist_match,70.78,review,2025-08-16 12:20:13
A0003841,T00018106,risky_category,77.67,escalated,2025-07-20 18:46:11
A0003842,T00000669,velocity,69.36,review,2025-10-09 03:40:21
A0003843,T00003931,cross_border,34.96,closed,2025-08-04 02:25:51
A0003844,T00006165,cross_border,54.45,review,2025-03-04 20:56:58
A0003845,T00014526,risky_category,35.66,closed,2025-12-03 02:30:48
A0003846,T00013179,cross_border,48.1,closed,2025-01-14 08:23:24
A0003847,T00016427,cross_border,41.85,closed,2025-03-03 23:10:00
A0003848,T00007793,risky_category,60.59,review,2025-09-15 01:03:33
A0003849,T00006627,cross_border,31.93,closed,2025-02-20 14:12:58
A0003850,T00007915,blacklist_match,52.3,review,2025-04-09 15:03:31
A0003851,T00018050,new_device,76.11,escalated,2025-07-11 04:59:23
