customer_id,document_type,age,segment,district,kyc_status,risk_level,signup_date,monthly_income_pen
C002991,DNI,29,mass_market,La Molina,verified,low,2023-04-13,1611.4
C002992,DNI,73,sme,Callao,verified,low,2023-08-11,2792.19
C002993,DNI,58,affluent,Piura,verified,low,2024-02-06,2366.92
C002994,DNI,57,mass_market,Trujillo,verified,low,2024-11-13,3213.44
C002995,DNI,37,mass_market,Piura,verified,low,2024-06-28,2017.36
C002996,CE,65,sme,Trujillo,verified,medium,2024-05-23,2649.33
C002997,DNI,59,mass_market,Surco,verified,low,2024-11-23,2995.38
C002998,DNI,24,mass_market,Callao,pending,low,2023-07-03,3112.34
C002999,DNI,32,mass_market,Trujillo,verified,low,2023-03-28,3466.35
C003000,DNI,74,sme,La Molina,verified,low,2024-08-03,2708.66
C003001,DNI,26,affluent,La Molina,verified,low,2024-01-15,1933.95
C003002,DNI,21,affluent,San Borja,pending,medium,2024-06-21,3118.6
C003003,DNI,48,mass_market,Trujillo,verified,low,2024-02-17,2701.68
C003004,DNI,40,affluent,Callao,verified,low,2024-06-01,5237.27
C003005,DNI,23,affluent,Lima,verified,low,2024-11-24,5613.38
C003006,DNI,45,sme,Surco,verified,medium,2023-10-22,1401.58
C003007,DNI,29,sme,Miraflores,verified,low,2023-09-17,4185.72
C003008,DNI,64,mass_market,Miraflores,verified,low,2024-01-19,4673.95
C003009,DNI,68,affluent,Trujillo,verified,low,2023-10-31,1421.96
C003010,DNI,39,mass_market,Piura,verified,medium,2023-11-12,4099.87
C003011,DNI,41,mass_market,Surco,verified,medium,2024-12-19,4879.39
C003012,DNI,51,mass_market,Arequipa,verified,medium,2023-03-18,1768.16
C003013,DNI,36,mass_market,Cusco,verified,high,2024-11-10,2617.6
C003014,DNI,41,mass_market,Miraflores,verified,low,2024-01-14,3302.64
C003015,DNI,37,affluent,La Molina,verified,low,2024-04-05,4079.59
C003016,DNI,69,mass_market,Surco,verified,low,2023-02-25,1730.83
C003017,DNI,51,affluent,Piura,verified,low,2023-03-22,5632.75
C003018,DNI,64,mass_market,Callao,verified,low,2024-11-09,976.39
C003019,DNI,44,mass_market,Piura,verified,medium,2023-06-25,6173.74
C003020,DNI,61,affluent,Surco,pending,low,2024-01-18,4034.54
C003021,DNI,46,mass_market,Arequipa,rejected,low,2023-05-29,2117.57
C003022,DNI,18,mass_market,Miraflores,verified,medium,2023-10-08,4795.45
C003023,DNI,72,affluent,La Molina,verified,low,2023-12-11,1675.24
C003024,DNI,63,mass_market,Lima,verified,low,2024-02-13,3175.48
C003025,DNI,53,mass_market,Callao,verified,low,2024-12-18,3398.8
C003026,DNI,71,mass_market,La Molina,verified,low,2023-01-30,3394.37
C003027,DNI,73,premium,Arequipa,verified,high,2024-12-30,1878.36
C003028,CE,60,affluent,Cusco,verified,low,2024-02-26,2269.14
C003029,CE,56,affluent,Arequipa,pending,medium,2023-08-19,3196.17
C003030,CE,62,affluent,Arequipa,verified,low,2023-12-25,1998.78
C003031,DNI,63,mass_market,Miraflores,verified,low,2023-06-11,3460.95
C003032,DNI,24,mass_market,Surco,verified,low,2024-12-29,2126.5
C003033,DNI,71,affluent,Surco,verified,low,2023-08-16,5166.75
C003034,DNI,60,mass_market,La Molina,verified,low,2023-08-09,7040.8
C003035,DNI,37,mass_market,Cusco,verified,low,2023-03-14,2531.06
C003036,DNI,37,mass_market,Cusco,verified,low,2024-02-03,4945.05
C003037,DNI,42,mass_market,Piura,verified,low,2023-04-05,2652.43
C003038,PASSPORT,60,premium,Lima,verified,low,2024-04-19,1781.06
C003039,DNI,38,mass_market,Arequipa,verified,low,2023-04-05,2358.67
C003040,DNI,26,mass_market,Lima,verified,low,2023-05-04,3124.61
C003041,DNI,44,mass_market,San Borja,pending,low,2024-05-14,1115.63
C003042,DNI,45,premium,Trujillo,verified,medium,2024-09-12,4205.34
C003043,CE,42,mass_market,Arequipa,verified,medium,2023-02-17,3125.38
C003044,DNI,53,mass_market,Lima,verified,medium,2023-04-05,5168.3
C003045,DNI,51,affluent,Miraflores,verified,low,2024-04-21,4165.02
C003046,CE,19,affluent,Trujillo,verified,low,2023-02-02,3184.25
C003047,DNI,74,mass_market,Cusco,pending,low,2023-04-28,2451.1
C003048,DNI,26,mass_market,Arequipa,verified,medium,2024-10-05,6888.26
C003049,DNI,36,mass_market,Arequipa,verified,low,2023-09-08,9832.32
C003050,DNI,32,mass_market,Cusco,verified,low,2023-10-30,2473.69
C003051,DNI,70,mass_market,Piura,verified,medium,2023-05-02,5288.35
C003052,DNI,38,mass_market,Miraflores,verified,low,2023-08-06,2020.88
C003053,CE,67,mass_market,Arequipa,verified,low,2023-02-22,2157.65
C003054,DNI,33,mass_market,Lima,verified,low,2023-05-06,2410.44
C003055,DNI,19,affluent,Arequipa,verified,low,2023-06-08,4344.11
C003056,DNI,43,premium,Trujillo,pending,low,2024-11-01,1650.44
C003057,DNI,61,affluent,Arequipa,verified,low,2024-08-23,6991.71
C003058,PASSPORT,46,mass_market,Lima,verified,high,2023-06-25,4993.19
C003059,DNI,50,mass_market,Callao,verified,low,2023-10-19,4289.1
C003060,DNI,51,premium,Trujillo,verified,low,2023-06-08,2536.15
C003061,DNI,63,mass_market,La Molina,verified,low,2024-05-05,4704.23
C003062,DNI,44,mass_market,La Molina,verified,low,2023-12-23,599.11
C003063,DNI,24,affluent,Trujillo,verified,medium,2024-09-25,3799.01
C003064,DNI,66,affluent,Miraflores,verified,low,2023-08-25,3255.39
C003065,DNI,32,affluent,Callao,verified,medium,2024-03-03,1056.36
C003066,DNI,34,mass_market,Trujillo,verified,low,2023-05-05,3727.3
C003067,DNI,26,mass_market,Lima,verified,low,2023-11-11,4125.7
C003068,DNI,30,premium,San Borja,verified,medium,2023-10-06,1075.4
C003069,DNI,49,mass_market,Surco,verified,low,2024-08-26,1551.96
C003070,PASSPORT,19,affluent,Arequipa,verified,low,2023-04-15,9278.12
C003071,DNI,49,affluent,Piura,verified,low,2023-02-11,2690.56
C003072,DNI,64,affluent,Callao,verified,medium,2024-02-01,5097.95
C003073,DNI,37,mass_market,Lima,verified,medium,2024-10-02,5539.95
C003074,DNI,60,mass_market,Piura,verified,medium,2024-04-04,3702.14
C003075,DNI,36,affluent,La Molina,verified,low,2024-05-05,5215.98
C003076,DNI,63,sme,Trujillo,verified,low,2024-07-18,932.54
C003077,DNI,44,premium,Callao,verified,low,2023-06-17,2625.98
C003078,DNI,53,mass_market,Cusco,verified,low,2024-08-24,547.67
C003079,DNI,47,mass_market,Arequipa,verified,low,2023-06-23,1140.99
C003080,DNI,28,premium,Surco,verified,low,2024-01-07,2207.67
C003081,DNI,33,affluent,La Molina,verified,low,2024-08-21,2067.38
C003082,DNI,72,sme,Trujillo,verified,medium,2023-05-30,3049.63
C003083,DNI,43,mass_market,Arequipa,verified,medium,2023-09-06,2947.29
C003084,DNI,47,affluent,La Molina,verified,high,2024-09-18,3208.5
C003085,DNI,19,affluent,Cusco,verified,low,2023-06-29,3281.61
C003086,DNI,51,affluent,Piura,verified,low,2023-04-30,3579.96
C003087,DNI,58,mass_market,Surco,verified,low,2023-01-28,1759.04
C003088,DNI,39,mass_market,Surco,verified,low,2023-04-27,2000.92
C003089,DNI,48,affluent,Arequipa,verified,low,2024-12-03,2921.1
C003090,DNI,72,mass_market,Lima,verified,high,2024-10-18,2946.17
C003091,DNI,70,mass_market,Arequipa,verified,low,2023-09-19,1644.09
C003092,DNI,38,premium,La Molina,verified,low,2024-10-15,5403.8
C003093,PASSPORT,53,mass_market,Lima,verified,low,2024-09-17,4441.02
C003094,DNI,57,sme,Surco,verified,low,2023-02-07,1857.81
C003095,DNI,40,mass_market,San Borja,verified,low,2023-07-16,2658.18
C003096,DNI,43,affluent,Surco,verified,low,2024-06-08,9002.4
C003097,DNI,35,premium,Arequipa,verified,low,2024-09-15,3256.2
C003098,DNI,32,mass_market,La Molina,pending,low,2024-03-12,3705.7
C003099,DNI,51,mass_market,Lima,verified,low,2024-10-10,2132.57
C003100,CE,39,mass_market,Trujillo,verified,low,2024-11-14,2509.37
C003101,DNI,45,mass_market,Lima,verified,low,2024-09-30,6844.7
C003102,DNI,60,affluent,Cusco,verified,low,2024-02-14,3172.62
C003103,DNI,66,sme,Miraflores,verified,medium,2023-11-29,2866.91
C003104,DNI,24,mass_market,Miraflores,verified,low,2024-06-14,2993.51
C003105,DNI,57,mass_market,Callao,pending,low,2024-04-09,12087.9
C003106,DNI,59,mass_market,Piura,verified,medium,2024-12-20,3046.94
C003107,DNI,41,affluent,Callao,verified,low,2023-06-07,1888.35
C003108,DNI,52,mass_market,Callao,verified,medium,2023-06-09,2078.82
C003109,DNI,30,affluent,Lima,verified,medium,2023-11-30,4579.82
C003110,DNI,72,affluent,La Molina,verified,low,2024-01-11,1358.77
C003111,DNI,66,affluent,Callao,verified,medium,2023-03-20,3819.29
C003112,CE,30,mass_market,Arequipa,verified,low,2023-07-16,2002.0
C003113,DNI,48,affluent,Lima,verified,low,2023-04-30,1072.42
C003114,DNI,36,mass_market,La Molina,verified,medium,2024-10-12,1738.82
C003115,DNI,46,mass_market,Miraflores,verified,medium,2023-08-14,3026.44
C003116,DNI,39,sme,San Borja,verified,low,2024-08-17,6421.08
C003117,CE,58,affluent,Arequipa,verified,low,2024-02-14,4926.24
C003118,DNI,38,mass_market,Trujillo,pending,low,2024-06-21,2536.32
C003119,DNI,33,mass_market,Piura,verified,low,2024-10-01,5088.32
C003120,DNI,47,mass_market,Trujillo,verified,low,2023-12-05,2449.82
C003121,DNI,22,mass_market,La Molina,pending,high,2024-07-09,1330.64
C003122,DNI,58,mass_market,Cusco,verified,low,2024-08-18,3015.73
C003123,DNI,58,mass_market,La Molina,verified,low,2024-06-20,1302.1
C003124,DNI,23,mass_market,San Borja,verified,low,2023-08-08,4606.73
C003125,DNI,38,affluent,Miraflores,verified,low,2023-10-20,4643.55
C003126,DNI,59,affluent,Surco,pending,low,2023-07-23,1837.23
C003127,DNI,67,affluent,La Molina,verified,low,2024-12-05,3229.49
C003128,DNI,28,mass_market,Miraflores,verified,medium,2024-05-28,3212.57
C003129,DNI,41,premium,Trujillo,verified,low,2023-07-21,4815.43
C003130,DNI,45,sme,La Molina,verified,low,2023-02-01,1502.99
C003131,DNI,73,sme,La Molina,verified,low,2023-03-30,4145.25
C003132,DNI,32,sme,Callao,verified,low,2023-07-21,1444.87
C003133,DNI,56,premium,Trujillo,verified,low,2024-11-20,4570.85
C003134,DNI,63,mass_market,Piura,verified,medium,2024-12-05,5348.03
C003135,DNI,57,mass_market,Piura,pending,low,2024-11-02,2062.6
C003136,DNI,68,affluent,Arequipa,verified,low,2023-10-20,5828.53
C003137,DNI,64,affluent,Cusco,verified,medium,2024-12-16,1254.24
C003138,DNI,36,affluent,Surco,verified,high,2023-04-25,5457.64
C003139,DNI,67,mass_market,La Molina,verified,low,2024-12-22,6575.8
C003140,DNI,34,mass_market,La Molina,verified,low,2023-08-10,3605.44
C003141,DNI,20,mass_market,Arequipa,verified,low,2023-07-01,2677.02
C003142,DNI,20,premium,Cusco,pending,low,2024-04-13,3539.82
C003143,DNI,56,affluent,Trujillo,verified,low,2024-03-01,2138.66
C003144,DNI,45,mass_market,La Molina,verified,high,2024-07-05,12626.39
C003145,DNI,48,mass_market,Miraflores,verified,low,2023-03-01,2159.02
C003146,DNI,59,mass_market,Lima,verified,low,2024-04-29,6152.23
C003147,DNI,74,sme,Cusco,verified,low,2023-01-11,1982.92
C003148,DNI,66,affluent,La Molina,verified,medium,2024-09-23,7174.19
C003149,DNI,64,affluent,Cusco,verified,low,2024-01-20,9016.22
C003150,DNI,25,mass_market,Piura,verified,low,2024-02-14,3685.99
C003151,PASSPORT,34,affluent,Surco,verified,medium,2023-02-11,3490.02
C003152,DNI,52,mass_market,La Molina,verified,low,2024-12-02,1761.43
C003153,DNI,53,affluent,Surco,verified,low,2023-05-03,1649.76
C003154,DNI,44,mass_market,San Borja,verified,low,2024-12-01,3511.69
C003155,DNI,57,mass_market,Lima,verified,medium,2023-09-09,6647.56
C003156,CE,62,affluent,Arequipa,verified,medium,2024-08-26,2205.01
C003157,DNI,50,premium,Surco,verified,low,2024-04-28,10040.29
C003158,DNI,67,mass_market,La Molina,verified,low,2023-08-01,2131.16
C003159,DNI,28,sme,Callao,verified,low,2024-12-14,3381.81
C003160,DNI,38,mass_market,Arequipa,verified,low,2023-09-25,3386.69
C003161,DNI,23,mass_market,Arequipa,verified,medium,2024-10-28,2819.05
C003162,DNI,65,mass_market,Trujillo,verified,low,2024-12-07,968.64
C003163,DNI,38,mass_market,Surco,verified,medium,2024-06-23,2120.72
C003164,DNI,68,mass_market,Callao,verified,low,2024-12-06,3326.92
C003165,DNI,72,mass_market,Surco,verified,medium,2024-09-10,2827.67
C003166,DNI,45,mass_market,Trujillo,verified,high,2024-10-22,4229.81
C003167,DNI,34,premium,Lima,verified,low,2023-05-15,4519.97
C003168,DNI,35,mass_market,La Molina,verified,low,2024-05-12,2612.22
C003169,DNI,28,affluent,Piura,verified,low,2024-08-29,1755.77
C003170,DNI,63,mass_market,Piura,verified,medium,2023-05-06,6985.38
C003171,DNI,61,affluent,Surco,verified,low,2023-12-25,1414.45
C003172,DNI,42,mass_market,Trujillo,verified,medium,2024-05-17,2148.62
C003173,DNI,47,mass_market,Cusco,verified,low,2023-11-14,1867.81
C003174,DNI,69,mass_market,La Molina,verified,low,2023-01-12,4494.24
C003175,DNI,73,mass_market,Surco,verified,low,2024-04-21,6150.95
C003176,DNI,42,mass_market,Cusco,verified,high,2023-10-21,2709.36
C003177,DNI,24,affluent,La Molina,verified,low,2024-03-15,3382.52
C003178,DNI,66,sme,Cusco,verified,low,2024-05-30,3773.75
C003179,PASSPORT,54,sme,Arequipa,pending,high,2024-01-26,8040.14
C003180,DNI,71,affluent,Surco,verified,medium,2023-11-12,1123.87
C003181,DNI,63,mass_market,Trujillo,verified,medium,2024-11-10,4488.72
C003182,DNI,44,mass_market,La Molina,verified,low,2023-01-08,3666.85
C003183,DNI,73,mass_market,Piura,verified,low,2024-05-22,2430.95
C003184,DNI,43,mass_market,Surco,verified,low,2023-05-04,3566.8
C003185,DNI,30,mass_market,La Molina,verified,medium,2024-01-07,4480.35
C003186,DNI,41,mass_market,La Molina,pending,low,2023-11-10,4108.2
C003187,DNI,29,mass_market,Cusco,verified,low,2023-07-04,9771.01
C003188,DNI,31,mass_market,Cusco,verified,medium,2024-06-30,3197.47
C003189,DNI,74,sme,Callao,rejected,low,2024-08-07,3025.4
C003190,DNI,26,affluent,Surco,pending,low,2024-06-08,2698.05
C003191,DNI,48,mass_market,San Borja,verified,low,2023-02-08,4040.56
C003192,DNI,21,sme,Miraflores,verified,low,2023-03-25,2928.86
C003193,DNI,71,premium,San Borja,verified,low,2023-01-21,3002.69
C003194,DNI,36,mass_market,La Molina,verified,medium,2023-09-10,3010.33
C003195,DNI,18,mass_market,Callao,verified,medium,2023-10-30,2768.24
C003196,DNI,46,mass_market,La Molina,verified,low,2023-09-15,2132.88
C003197,DNI,62,premium,San Borja,pending,low,2024-06-25,3751.68
C003198,DNI,23,sme,La Molina,verified,low,2024-10-01,2548.41
C003199,DNI,18,mass_market,Cusco,verified,high,2024-07-05,4177.73
C003200,DNI,42,mass_market,Surco,verified,low,2024-04-05,3168.21
C003201,DNI,44,affluent,Piura,verified,high,2024-08-31,2410.0
C003202,DNI,39,mass_market,San Borja,verified,medium,2023-08-12,7049.11
C003203,DNI,34,mass_market,Miraflores,verified,low,2023-04-02,2817.85
C003204,DNI,46,sme,Miraflores,verified,low,2023-10-07,4198.79
C003205,DNI,20,affluent,Cusco,verified,low,2023-06-19,2028.41
C003206,DNI,34,sme,Surco,verified,low,2024-09-20,978.43
C003207,DNI,19,sme,Lima,verified,low,2023-09-05,2182.33
C003208,CE,49,affluent,Lima,verified,low,2023-12-27,920.03
C003209,DNI,39,mass_market,Trujillo,verified,low,2023-12-15,2616.85
C003210,DNI,56,affluent,Trujillo,verified,low,2024-03-10,6685.9
C003211,DNI,50,mass_market,San Borja,verified,low,2024-02-10,1811.83
C003212,DNI,70,affluent,Cusco,verified,low,2024-08-23,936.06
C003213,DNI,39,mass_market,Cusco,verified,low,2023-03-19,6803.15
C003214,DNI,64,affluent,La Molina,verified,medium,2024-04-02,2295.15
C003215,DNI,21,mass_market,Miraflores,verified,low,2024-08-08,2955.27
C003216,DNI,55,mass_market,Miraflores,verified,low,2024-01-27,4598.82
C003217,DNI,70,mass_market,Miraflores,verified,low,2023-01-14,3974.86
C003218,DNI,30,mass_market,Callao,verified,low,2023-02-14,4504.27
C003219,DNI,40,affluent,Surco,verified,low,2023-02-07,4891.41
C003220,CE,30,affluent,Arequipa,verified,low,2024-02-20,1140.97
C003221,CE,37,mass_market,La Molina,verified,high,2023-09-02,1369.37
C003222,DNI,50,mass_market,Lima,verified,low,2023-03-03,5676.8
C003223,DNI,51,mass_market,Cusco,verified,low,2024-05-07,1939.22
C003224,DNI,55,mass_market,Lima,verified,medium,2024-08-30,2059.14
C003225,DNI,46,mass_market,Callao,pending,low,2023-11-19,1488.37
C003226,DNI,49,sme,Lima,verified,low,2023-09-09,2385.77
C003227,DNI,28,mass_market,Miraflores,verified,medium,2024-04-12,2459.9
C003228,DNI,35,mass_market,Piura,verified,low,2023-03-02,1780.05
C003229,DNI,62,mass_market,La Molina,verified,low,2023-04-29,1670.38
C003230,DNI,38,mass_market,Piura,verified,medium,2023-03-28,3552.0
C003231,DNI,29,mass_market,Trujillo,verified,medium,2024-08-17,1911.76
C003232,DNI,69,affluent,Piura,verified,high,2023-03-21,2135.65
C003233,DNI,56,mass_market,Arequipa,verified,medium,2023-08-16,895.65
C003234,DNI,37,mass_market,Cusco,verified,low,2024-04-27,8656.02
C003235,PASSPORT,24,mass_market,Callao,verified,medium,2024-09-14,5004.05
C003236,DNI,44,mass_market,Cusco,verified,medium,2023-11-06,2270.73
C003237,DNI,73,mass_market,Arequipa,verified,high,2024-08-05,1818.02
C003238,DNI,24,premium,Cusco,verified,medium,2024-04-29,2998.86
C003239,DNI,19,affluent,Piura,verified,low,2023-01-25,2953.97
C003240,DNI,60,affluent,Surco,verified,low,2023-07-21,1477.66
C003241,DNI,50,mass_market,Cusco,verified,low,2023-08-13,733.04
C003242,DNI,38,mass_market,Trujillo,verified,low,2024-05-24,2232.01
C003243,DNI,46,mass_market,La Molina,verified,low,2024-09-20,1261.61
C003244,DNI,49,affluent,La Molina,verified,high,2024-08-01,3275.61
C003245,DNI,62,affluent,Lima,verified,low,2024-07-12,3287.7
C003246,DNI,29,mass_market,San Borja,verified,low,2024-11-20,1745.39
C003247,DNI,30,mass_market,Piura,verified,low,2024-06-03,2221.59
C003248,DNI,56,mass_market,Miraflores,verified,low,2023-07-02,7861.03
C003249,DNI,61,sme,Arequipa,verified,low,2023-03-18,4565.67
C003250,DNI,66,affluent,Callao,verified,low,2024-03-01,2324.5
C003251,DNI,57,mass_market,Piura,verified,medium,2023-03-08,10515.21
C003252,DNI,20,mass_market,La Molina,verified,low,2024-10-21,1543.31
C003253,DNI,56,affluent,Lima,verified,low,2024-05-08,1906.49
C003254,DNI,68,mass_market,Cusco,verified,low,2024-11-15,2805.16
C003255,DNI,69,mass_market,Miraflores,verified,low,2024-06-30,1284.27
C003256,DNI,25,mass_market,Miraflores,verified,low,2023-03-18,7979.81
C003257,DNI,63,affluent,San Borja,verified,low,2024-11-27,3296.89
C003258,DNI,63,mass_market,Surco,verified,low,2023-02-24,1930.49
C003259,DNI,19,mass_market,San Borja,verified,low,2024-08-28,3813.42
C003260,DNI,23,sme,Cusco,verified,low,2024-04-17,3230.3
C003261,DNI,65,mass_market,Piura,verified,high,2024-10-17,2521.08
C003262,DNI,58,mass_market,Trujillo,pending,medium,2023-09-04,1533.51
C003263,DNI,74,mass_market,Arequipa,verified,low,2024-03-14,1353.01
C003264,DNI,70,mass_market,Miraflores,verified,low,2024-12-12,9924.29
C003265,DNI,32,affluent,Callao,verified,low,2023-11-10,1416.57
C003266,DNI,68,mass_market,Piura,verified,low,2023-11-16,7584.64
C003267,DNI,64,mass_market,Callao,verified,low,2023-08-08,1873.16
C003268,DNI,71,affluent,Lima,verified,low,2024-01-06,4603.25
C003269,DNI,29,affluent,Callao,verified,low,2023-08-04,3850.62
C003270,DNI,58,affluent,Miraflores,verified,high,2023-02-18,4298.32
C003271,DNI,65,mass_market,Miraflores,verified,high,2024-04-07,4458.68
C003272,DNI,49,mass_market,Miraflores,verified,low,2023-04-28,1228.61
C003273,DNI,23,affluent,Piura,verified,low,2023-03-23,2054.96
C003274,DNI,69,mass_market,Piura,verified,low,2023-09-20,1404.69
C003275,DNI,44,sme,Arequipa,verified,low,2024-08-11,3308.05
C003276,DNI,64,sme,La Molina,verified,low,2024-12-23,1439.66
C003277,DNI,30,sme,Surco,pending,high,2024-05-10,1002.67
C003278,DNI,70,mass_market,Cusco,verified,medium,2024-09-25,2615.96
C003279,DNI,40,mass_market,Cusco,verified,low,2024-08-24,884.49
C003280,CE,27,affluent,Lima,verified,medium,2024-11-03,3436.83
C003281,DNI,31,mass_market,San Borja,verified,low,2023-06-25,1492.64
C003282,DNI,20,mass_market,Arequipa,verified,low,2023-03-30,1877.47
C003283,DNI,29,sme,La Molina,verified,low,2024-09-30,850.45
C003284,DNI,42,sme,Trujillo,verified,low,2023-12-25,7387.59
C003285,DNI,18,mass_market,Lima,verified,medium,2023-10-13,1333.28
C003286,DNI,49,mass_market,Piura,verified,medium,2023-10-24,2440.11
C003287,DNI,41,mass_market,La Molina,verified,low,2023-09-17,1112.7
C003288,DNI,70,sme,Miraflores,verified,medium,2024-04-19,1882.55
C003289,DNI,65,sme,Piura,verified,high,2024-09-14,7812.67
C003290,CE,59,mass_market,San Borja,verified,low,2024-06-19,3510.85
C003291,DNI,26,mass_market,San Borja,verified,low,2024-07-15,2002.2
C003292,DNI,67,sme,Cusco,verified,medium,2023-02-06,2925.45
C003293,DNI,18,mass_market,Surco,pending,high,2023-06-30,2190.08
C003294,DNI,59,mass_market,Surco,verified,low,2023-01-25,2833.22
C003295,DNI,56,premium,Trujillo,verified,low,2023-12-15,4487.84
C003296,DNI,27,mass_market,Piura,verified,low,2024-09-28,2484.67
C003297,DNI,61,affluent,Piura,verified,medium,2024-06-26,3364.37
C003298,DNI,60,mass_market,San Borja,verified,high,2023-08-15,3395.05
C003299,DNI,58,mass_market,Miraflores,verified,low,2023-12-14,2491.45
C003300,DNI,47,sme,Miraflores,verified,low,2023-02-07,1988.71
C003301,DNI,22,mass_market,Callao,verified,medium,2024-01-18,2233.11
C003302,DNI,21,premium,Miraflores,verified,low,2024-07-23,4378.9
C003303,DNI,69,affluent,La Molina,verified,medium,2023-08-24,4584.01
C003304,DNI,62,mass_market,Surco,pending,low,2023-06-30,1594.34
C003305,DNI,25,mass_market,Miraflores,verified,low,2023-04-24,2582.35
C003306,DNI,33,mass_market,Arequipa,verified,low,2023-11-02,1970.21
C003307,DNI,18,mass_market,Piura,verified,low,2023-05-12,4628.43
C003308,DNI,66,mass_market,Miraflores,verified,high,2023-12-14,2300.4
C003309,DNI,32,mass_market,Callao,verified,high,2023-06-29,10001.68
C003310,DNI,41,mass_market,Trujillo,verified,medium,2024-02-19,3360.5
C003311,DNI,32,affluent,Trujillo,verified,low,2024-08-12,5710.71
C003312,PASSPORT,67,affluent,San Borja,verified,low,2024-10-15,1706.1
C003313,DNI,23,affluent,Miraflores,verified,low,2024-01-20,3000.24
C003314,DNI,19,mass_market,Piura,verified,medium,2024-05-26,4183.47
C003315,DNI,22,mass_market,Piura,verified,low,2023-02-12,1688.65
C003316,DNI,68,affluent,Surco,verified,high,2024-04-24,3014.5
C003317,DNI,56,mass_market,Trujillo,verified,high,2023-04-28,5316.24
C003318,DNI,58,mass_market,San Borja,verified,low,2024-07-24,2489.66
C003319,DNI,51,sme,Miraflores,verified,medium,2023-03-02,1865.97
C003320,DNI,56,affluent,Trujillo,verified,high,2024-07-06,8035.53
C003321,DNI,49,mass_market,Trujillo,verified,medium,2023-07-07,1564.84
C003322,DNI,46,mass_market,Piura,verified,low,2024-03-28,3247.82
C003323,DNI,46,affluent,Miraflores,verified,medium,2023-07-06,2019.18
C003324,DNI,41,affluent,Lima,verified,low,2024-04-08,1780.66
C003325,DNI,63,affluent,Miraflores,verified,low,2023-06-13,4482.39
C003326,DNI,48,affluent,La Molina,verified,low,2024-02-28,2662.33
C003327,DNI,41,sme,Trujillo,pending,low,2023-04-12,3726.55
C003328,DNI,72,mass_market,Surco,verified,medium,2023-09-24,862.36
C003329,DNI,32,mass_market,Lima,pending,low,2024-09-27,3931.26
C003330,CE,29,affluent,Callao,verified,low,2023-06-02,2005.55
C003331,DNI,37,affluent,San Borja,verified,low,2024-03-04,1060.64
C003332,DNI,21,affluent,Miraflores,verified,high,2024-11-21,8405.21
C003333,DNI,30,mass_market,Surco,verified,medium,2024-03-02,4148.73
C003334,DNI,58,mass_market,Callao,verified,low,2024-07-31,3377.88
C003335,DNI,61,sme,Callao,verified,high,2024-09-02,5926.45
C003336,DNI,27,affluent,Trujillo,verified,low,2024-06-19,3415.79
C003337,DNI,58,sme,La Molina,verified,low,2023-11-29,1921.31
C003338,DNI,70,affluent,Trujillo,verified,low,2024-11-07,2707.46
C003339,DNI,40,affluent,San Borja,verified,medium,2024-03-15,2052.67
C003340,DNI,24,affluent,Lima,verified,medium,2024-08-28,2263.81
C003341,DNI,74,sme,Piura,verified,low,2023-05-04,1492.58
C003342,DNI,29,affluent,Arequipa,verified,low,2023-10-29,1748.46
C003343,DNI,65,affluent,Lima,verified,low,2024-10-29,4875.72
C003344,DNI,32,mass_market,San Borja,verified,low,2023-12-15,3578.29
C003345,DNI,24,mass_market,Piura,pending,low,2023-09-06,2260.5
C003346,CE,25,affluent,Callao,verified,low,2023-09-28,1693.55
C003347,DNI,24,mass_market,Lima,verified,low,2024-03-04,2385.18
C003348,DNI,60,mass_market,Piura,verified,low,2024-07-23,1180.72
C003349,DNI,21,mass_market,Miraflores,verified,low,2024-12-07,3195.97
C003350,DNI,67,mass_market,Trujillo,verified,medium,2024-12-13,5014.1
C003351,DNI,68,mass_market,Arequipa,pending,low,2024-08-06,10958.11
C003352,DNI,24,mass_market,Surco,verified,high,2023-09-04,1624.91
C003353,DNI,62,sme,Miraflores,pending,low,2024-04-25,4900.49
C003354,DNI,58,mass_market,Lima,verified,low,2023-04-08,2020.37
C003355,DNI,47,mass_market,Cusco,verified,low,2023-11-25,1602.55
C003356,DNI,35,mass_market,Piura,verified,low,2024-08-15,1602.16
C003357,DNI,47,affluent,Callao,verified,low,2024-02-29,3220.86
C003358,DNI,24,mass_market,Callao,verified,medium,2024-07-30,1786.59
C003359,DNI,69,sme,Cusco,rejected,low,2024-02-28,2135.03
C003360,DNI,65,affluent,Lima,verified,low,2023-01-05,2339.7
C003361,DNI,40,affluent,Callao,pending,low,2024-04-03,1984.29
C003362,PASSPORT,54,mass_market,La Molina,verified,medium,2024-08-15,1906.6
C003363,DNI,24,affluent,Callao,verified,low,2024-05-12,783.65
C003364,DNI,55,mass_market,Arequipa,verified,medium,2023-03-28,3126.98
C003365,CE,46,premium,La Molina,verified,low,2024-02-06,3094.0
C003366,DNI,51,affluent,San Borja,verified,low,2023-10-20,1922.65
C003367,DNI,56,mass_market,San Borja,pending,low,2023-10-08,3634.44
C003368,DNI,70,mass_market,Piura,verified,medium,2023-07-16,6427.23
C003369,DNI,58,mass_market,La Molina,verified,medium,2023-03-24,3019.87
C003370,DNI,62,affluent,Miraflores,verified,low,2023-01-27,6195.89
C003371,DNI,66,mass_market,Piura,verified,low,2024-11-24,10208.46
C003372,DNI,66,affluent,Miraflores,verified,low,2023-05-15,11989.52
